institution_id,name,type,state,city,url,accreditation_status,source,last_updated
307,Montgomery College Paralegal Studies,Paralegal Program,Maryland,,https://www.montgomerycollege.edu/academics/programs/paralegal-studies/index.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
308,Moraine Valley Community College Paralegal Studies,Paralegal Program,Illinois,,https://www.morainevalley.edu/academics/academic-programs/public-service/paralegal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
309,Mt. San Antonio College,Paralegal Program,California,,https://www.mtsac.edu/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
310,Nashville State Community College Paralegal Studies,Paralegal Program,Tennessee,,https://www.nscc.edu/academics/programs/paralegal-studies.php,AAfPE Member,AAfPE,2025-12-26 18:45:30
311,Nassau Community College Paralegal AAS,Paralegal Program,New York,,https://collegecatalog.ncc.edu/current/programs/accounting_and_business_administration/paralegal_aas.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
312,National University,Paralegal Program,California,,https://www.nu.edu/degrees/professional-studies/programs/bachelor-science-paralegal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
313,New York City College of Technology Paralegal,Paralegal Program,New York,,https://www.citytech.cuny.edu/law-paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
314,Newberry College (see homepage),Paralegal Program,South Carolina,,https://www.newberry.edu,AAfPE Member,AAfPE,2025-12-26 18:45:30
315,North Hennepin Community College Paralegal,Paralegal Program,Minnesota,,https://www.nhcc.edu/academics/degree-pathways/business-and-information-systems/paralegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
316,North Shore Community College Paralegal Studies,Paralegal Program,Massachusetts,,https://www.northshore.edu/academics/programs/pac/index.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
317,NorthWest Arkansas Community College,Paralegal Program,Arkansas,,https://www.nwacc.edu/academicdivisions/socbehavsci/paralegal.aspx,AAfPE Member,AAfPE,2025-12-26 18:45:30
318,Northampton Community College Paralegal,Paralegal Program,Massachusetts,,https://northampton.edu/education-and-training/programs/paralegal.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
319,Northcentral Technical College Paralegal,Paralegal Program,Wisconsin,,https://www.ntc.edu/academics-training/programs/all/associate-degree/legal-studiesparalegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
320,Northeastern State University Legal Studies,Paralegal Program,Oklahoma,,https://academics.nsuok.edu/criminaljustice/DegreePrograms/LegalStudies.aspx,AAfPE Member,AAfPE,2025-12-26 18:45:30
321,Northern Virginia Community College Paralegal Studies,Paralegal Program,Virginia,,https://www.nvcc.edu/academics/programs/paralegal-studies.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
322,Oakland Community College Paralegal,Paralegal Program,Michigan,,https://www.oaklandcc.edu/programs/plg/,AAfPE Member,AAfPE,2025-12-26 18:45:30
323,Oakland University Paralegal,Paralegal Program,Michigan,,https://www.oakland.edu/pace/business/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
324,Oakton College Paralegal Studies,Paralegal Program,Virginia,,https://www.oakton.edu/academics/list-of-programs/paralegal-studies.php,AAfPE Member,AAfPE,2025-12-26 18:45:30
325,Oxnard College,Paralegal Program,California,,https://www.oxnardcollege.edu/departments/academic/paralegal-studies,AAfPE Member,AAfPE,2025-12-26 18:45:30
326,Pasadena City College,Paralegal Program,California,,https://pasadena.edu/academics/divisions/business/paralegal-studies/index.php,AAfPE Member,AAfPE,2025-12-26 18:45:30
327,Peirce College Paralegal Studies,Paralegal Program,Pennsylvania,,https://www.peirce.edu/degrees-programs/undergraduate/legal-studies/paralegal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
328,Pellissippi State Community College Paralegal,Paralegal Program,Tennessee,,https://pstcc.edu/academics/areas-of-study/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
329,Pitt Community College Paralegal Technology,Paralegal Program,North Carolina,,https://pittcc.edu/academics/academic-programs/public-services-and-fine-arts/paralegal-technology/,AAfPE Member,AAfPE,2025-12-26 18:45:30
330,Plaza College,Paralegal Program,Arizona,,https://plazacollege.edu/academics/school-of-business/legal-studies-certificate/,AAfPE Member,AAfPE,2025-12-26 18:45:30
331,Quinnipiac University Legal Studies Certificate,Paralegal Program,Connecticut,,https://www.qu.edu/schools/arts-and-sciences/programs/minor/certificate-in-legal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
332,Raritan Valley Community College Paralegal,Paralegal Program,New Jersey,,https://www.raritanval.edu/paralegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
333,Reynolds Community College Paralegal AAS,Paralegal Program,Texas,,https://reynolds.edu/programs/program-pages/paralegal-studies-aas.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
334,Roane State Community College Paralegal,Paralegal Program,Tennessee,,https://www.roanestate.edu/?5597-Paralegal-Studies-Program=,AAfPE Member,AAfPE,2025-12-26 18:45:30
335,Roosevelt University BA Paralegal Studies,Paralegal Program,Illinois,,https://www.roosevelt.edu/programs/bachelors-paralegal-studies-ba,AAfPE Member,AAfPE,2025-12-26 18:45:30
